"Page.Name";"disclaimer";"spend";"Number.of.Ads.in.Library";"Specific_Party_uncleaned";"Specific_Party";"Broad_Sector_uncleaned";"Broad_Sector";"Support_Type_uncleaned";"Support_Type";"FEC_registered";"CMT_ID";"CMTE_ST";"CMTE_DSGN";"CMTE_PTY_AFFILIATION";"ORG_TP";"CONNECTED_ORG_NM";"CAND_ID";"CMTE_TP"
"Yes on 21";"HOMEOWNERS AND TENANTS UNITED";979992;4191;"NONPARTISAN";"NONPARTISAN";"civil rights";"law";"Political_Action_Commitees";"pac";"NO";"";"";"";"";"";"";"";""
"AARP Advocates";"AARP";970442;242;"NONPARTISAN";"NONPARTISAN";"Ideology/Single Issue";"Ideology/Single Issue";"501(c)(4)";"50x";"NO";"";"";"";"";"";"";"";""
"2A4Life";"2A4LIFE LLC";940039;392;"REPUBLICAN";"REPUBLICAN";"merchandize";"merchandize";"Corporation_and_Labor_special_funds";"corporation/labor";"NO";"";"";"";"";"";"";"";""
"Secure the Vote Georgia";"GEORGIA SECRETARY OF STATE";939712;324;"NONPARTISAN";"NONPARTISAN";"civil rights";"civil rights";"state";"government";"NO";"";"";"";"";"";"";"";""
"Forward Arizona";"PRIORITIES USA ACTION AND SMP. (202) 455-8428. (202) 871-9255. NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE.";934939;170;"DEMOCRATIC";"DEMOCRATIC";"Ideology/Single Issue";"Ideology/Single Issue";"Political_Action_Commitees";"pac";"NO";"";"";"";"";"";"";"";""
"Trump For Florida";"DONALD J. TRUMP FOR PRESIDENT, INC.";933389;2633;"REPUBLICAN";"REPUBLICAN";"Candidate Committee";"Candidate";"Authorized_campaign_committees";"campaign committee";"YES";"C00580100";"NY";"P";"REP";"";"";"P80001571";"P"
"American Bridge 21st Century";"AB PAC";914966;294;"DEMOCRATIC";"DEMOCRATIC";"ideology";"Ideology/Single Issue";"Political_Action_Commitees";"pac";"YES";"C00492140";"DC";"U";"";"";"";"";"O"
"Republican Dogs";"REPUBLICAN DOGS";914750;2913;"REPUBLICAN";"REPUBLICAN";"merchandize";"merchandize";"Corporation_and_Labor_special_funds";"corporation/labor";"NO";"";"";"";"";"";"";"";""
"Lacy Johnson";"LACY JOHNSON FOR CONGRESS";903777;395;"REPUBLICAN";"REPUBLICAN";"Candidate Committee";"Candidate";"Authorized_campaign_committees";"campaign committee";"YES";"C00711689";"MN";"P";"REP";"";"BIG TENT REPUBLICANS PAC";"H0MN05178";"H"
"314 Action";"314 ACTION FUND";887492;283;"DEMOCRATIC";"DEMOCRATIC";"Ideology/Single Issue";"Ideology/Single Issue";"Political_Action_Commitees";"pac";"YES";"C00633248";"DC";"U";"";"M";"314 ACTION VICTORY FUND";"";"W"
"Florida Democratic Party";"FLORIDA DEMOCRATIC PARTY";883693;1427;"DEMOCRATIC";"DEMOCRATIC";"Party Committee";"Party";"Political_party_committees";"party committee";"NO";"";"";"";"";"";"";"";""
"Center For American Progress Action Fund";"CENTER FOR AMERICAN PROGRESS ACTION FUND";879002;980;"NONPARTISAN";"NONPARTISAN";"civil rights";"civil rights";"501(c)(4)";"50x";"NO";"";"";"";"";"";"";"";""
"No On Prop 15";"NO ON PROP 15 - STOP HIGHER PROPERTY TAXES AND SAVE PROP 13 - A COALITION OF CALIFORNIA HOMEOWNERS, TAXPAYERS, AND BUSINESSES";866133;635;"NON-PARTISAN";"NONPARTISAN";"law";"law";"Political_Action_Commitees";"pac";"NO";"";"-";"-";"-";"-";"-";"-";"-"
"League of Conservation Voters";"LEAGUE OF CONSERVATION VOTERS, INC";865847;794;"DEMOCRATIC";"DEMOCRATIC";"ideology";"Ideology/Single Issue";"Political_Action_Commitees";"pac";"NO";"";"-";"-";"-";"-";"-";"-";"-"
"Black Voices for Trump";"TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE";864100;1298;"REPUBLICAN";"REPUBLICAN";"Candidate Committee";"Candidate";"Authorized_campaign_committees";"campaign committee";"YES";"C00618371";"NY";"J";"";"";"NONE";"";"N"
"Let's Count Texas";"LET'S COUNT TEXAS";860793;26173;"?";"NONPARTISAN";"?";"other";"?";"other";"NO";"";"";"";"";"";"";"";""
"NRA - National Rifle Association of America";"NATIONAL RIFLE ASSN OF AMERICA";856177;190;"REPUBLICAN";"REPUBLICAN";"Ideology/Single Issue";"Ideology/Single Issue";"Political_Action_Commites";"pac";"YES";"C00053553";"VA";"B";"UNK";"M";"NATIONAL RIFLE ASSOCIATION OF AMERICA";"";"Q"
"USAFacts";"USAFACTS INSTITUTE";847371;535;"NON-PARTISAN";"NONPARTISAN";"single issue";"Ideology/Single Issue";"?";"other";"NO";"";"";"";"";"";"";"";""
"Georgia Rising";"SMP";841830;212;"DEMOCRATIC";"DEMOCRATIC";"Ideology/Single Issue";"Ideology/Single Issue";"Political_Action_Commitees";"pac";"YES";"C00484642";"DC";"U";"";"";"";"";"O"
"Texas Democratic Party";"SUPER STATES 2020";841150;633;"DEMOCRATIC";"DEMOCRATIC";"ideology";"Ideology/Single Issue";"?";"other";"YES";"C00756627";"DC";"J";"";"";"NONE";"";"N"
"Count Every Vote";"ISSUE ONE";836210;8;"NON-PARTISAN";"NONPARTISAN";"civil rights";"civil rights";"?";"other";"NO";"";"";"";"";"";"";"";""
"Independence USA";"INDEPENDENCE USA PAC";830363;21196;"DEMOCRATIC";"DEMOCRATIC";"ideology";"Ideology/Single Issue";"Political_Action_Commitees";"pac";"YES";"C00532705";"NY";"U";"";"";"NONE";"";"O"
"Democratic Governors Association (DGA)";"DEMOCRATIC ACTION";820532;775;"DEMOCRATIC";"DEMOCRATIC";"ideology";"Ideology/Single Issue";"Political_Action_Commitees";"pac";"YES";"C00112680";"DC";"U";"";"M";"";"";"Q"
"National Republican Congressional Committee";"NRCC";818571;775;"REPUBLICAN";"REPUBLICAN";"Party Committee";"Party";"Political_party_committees";"party committee";"YES";"C00075820";"DC";"U";"REP";"";"COLE COMBINED COMMITTEE";"H0NY27090";"Y"
"Story Network Action";"STORY NETWORK FOUNDATION";811464;135;"NON-PARTISAN";"NONPARTISAN";"polling";"other";"501(c)4";"50x";"YES";"C90019530";"DC";"U";"";"";"";"";"I"
"Donald Trump 2020 Fans";"I LOVE MY FREEDOM";807756;1213;"REPUBLICAN";"REPUBLICAN";"merchandize";"merchandize";"Corporation_and_Labor_special_funds";"corporation/labor";"NO";"";"";"";"";"";"";"";""
"Defeat By Tweet";"DEFEAT BY TWEET";800379;911;"DEMOCRATIC";"DEMOCRATIC";"ideology";"Ideology/Single Issue";"Political_Action_Commitees";"pac";"YES";"C00749143";"NY";"U";"";"";"NONE";"";"O"
"Public Opinion Research Group";"PUBLIC OPINION RESEARCH GROUP, INC";798754;16169;"NON-PARTISAN";"NONPARTISAN";"polling";"other";"Corporation_and_Labor_special_funds";"corporation/labor";"NO";"";"";"";"";"";"";"";""
"Hulu";"HULU, LLC";755201;177;"NON-PARTISAN";"NONPARTISAN";"communications";"communications";"Corporation_and_Labor_special_funds";"corporation/labor";"NO";"";"";"";"";"";"";"";""
"Color Of Change PAC";"PRIORITIES USA ACTION AND COLOR OF CHANGE PAC. (202) 455-8428. (646) 395-3711. NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE.";740804;5191;"DEMOCRATIC";"DEMOCRATIC";"Ideology/Single Issue";"Ideology/Single Issue";"Political_Action_Commitees";"pac";"NO";"";"";"";"";"";"";"";""
"Supermajority";"SUPERMAJORITY PAC, HTTPS://SUPERMAJORITY.COM/PAC/. NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE.";726910;3250;"DEMOCRATIC";"DEMOCRATIC";"ideology";"Ideology/Single Issue";"Political_Action_Commitees";"pac";"YES";"C00723098";"NY";"U";"";"";"NONE";"";"O"
"Flip the Senate";"SMP";719831;2688;"DEMOCRATIC";"DEMOCRATIC";"Ideology/Single Issue";"Ideology/Single Issue";"Political_Action_Commitees";"pac";"YES";"C00484642";"DC";"U";"";"";"";"";"O"
"Americans for Prosperity";"AMERICANS FOR PROSPERITY";704398;3004;"REPUBLICAN";"REPUBLICAN";"ideology";"Ideology/Single Issue";"Political_Action_Commitees";"pac";"YES";"C00687103";"VA";"U";"";"";"";"";"O"
"Wrong Path McGrath";"MCCONNELL SENATE COMMITTEE";702193;30;"REPUBLICAN";"REPUBLICAN";"Candidate Committee";"Candidate";"Authorized_campaign_committees";"campaign committee";"YES";"C00193342";"KY";"P";"REP";"";"MCCONNELL FOR MAJORITY LEADER COMMITTEE";"S2KY00012";"S"
"Alliance for a Better Minnesota";"ALLIANCE FOR A BETTER MINNESOTA ACTION FUND";700070;1477;"DEMOCRATIC";"DEMOCRATIC";"region";"region";"Political_Action_Commitees";"pac";"YES";"";"MN";"U";"";"";"";"";"O"
"Vote Early 2020";"PRIORITIES USA";687937;1083;"DEMOCRATIC";"DEMOCRATIC";"Ideology/Single Issue";"Ideology/Single Issue";"Political_Action_Commitees";"pac";"YES";"";"DC";"U";"";"";"";"";"V"
"2020 Priorities";"DCCC";681828;368;"DEMOCRATIC";"DEMOCRATIC";"Party Committee";"Party";"Political_party_committees";"party committee";"YES";"C00000935";"DC";"U";"DEM";"";"";"";"Y"
"Wendy Davis";"WENDY DAVIS FOR CONGRESS";679784;3627;"DEMOCRATIC";"DEMOCRATIC";"Candidate Committee";"Candidate";"Authorized_campaign_committees";"campaign committee";"YES";"C00713297";"TX";"P";"DEM";"";"";"H0TX21148";"H"
"Fight for $15";"FIGHT FOR $15";675355;1184;"NON-PARTISAN";"NONPARTISAN";"civil rights";"civil rights";"?";"other";"NO";"";"";"";"";"";"";"";""
"Senate Majority PAC";"SMP";668109;62;"DEMOCRATIC";"DEMOCRATIC";"Ideology/Single Issue";"Ideology/Single Issue";"Political_Action_Commitees";"pac";"YES";"C00484642";"DC";"U";"";"";"";"";"O"
"PushBlack";"PUSHBLACK";661016;1476;"NON-PARTISAN";"NONPARTISAN";"civil rights";"civil rights";"501(c)(3)";"50x";"NO";"";"";"";"";"";"";"";""
"My Faith Votes";"MY FAITH VOTES";656011;534;"REPUBLICAN";"REPUBLICAN";"civil rights";"civil rights";"501c3";"50x";"NO";"";"";"";"";"";"";"";""
"John Cornyn";"TEXANS FOR SENATOR JOHN CORNYN INC.";652820;2489;"REPUBLICAN";"REPUBLICAN";"Candidate Committee";"Candidate";"Authorized_campaign_committees";"campaign committee";"YES";"C00369033";"TX";"P";"REP";"";"2019 SENATORS CLASSIC COMMITTEE";"S2TX00106";"S"
"Pfizer";"PFIZER INC.";651850;120;"NON-PARTISAN";"NONPARTISAN";"Healthcare";"Ideology/Single Issue";"Corporation_and_Labor_special_funds";"corporation/labor";"YES";"C00016683";"NY";"B";"UNK";"C";"PFIZER INC.";"";"Q"
"Planned Parenthood";"PLANNED PARENTHOOD FEDERATION OF AMERICA";639623;1171;"NON-PARTISAN";"NONPARTISAN";"civil rights";"civil rights";"501(c)(3)";"50x";"NO";"";"";"";"";"";"";"";""
"Reuse Plastics";"AMERICAN CHEMISTRY COUNCIL, INC.";635430;327;"NON-PARTISAN";"NONPARTISAN";"Healthcare";"Ideology/Single Issue";"501(c)(6)";"50x";"YES";"C90011578";"DC";"U";"";"";"";"";"I"
"Trump for Pennsylvania";"DONALD J. TRUMP FOR PRESIDENT, INC.";630313;4298;"REPUBLICAN";"REPUBLICAN";"Candidate Committee";"Candidate";"Authorized_campaign_committees";"campaign committee";"YES";"C00580100";"NY";"P";"REP";"";"";"P80001571";"P"
"EDF Action Votes";"EDF ACTION VOTES INC";615739;170;"DEMOCRATIC";"DEMOCRATIC";"singe issue";"Ideology/Single Issue";"Political_Action_Commitees";"pac";"YES";"C00707844";"DC";"U";"";"";"NONE";"";"O"
"Boost the News";"ACRONYM";609163;6709;"DEMOCRATIC";"DEMOCRATIC";"communications";"communications";"Corporation_and_Labor_special_funds";"corporation/labor";"YES";"C00646877";"DC";"U";"";"";"NONE";"";"O"
"Judicial Watch";"JUDICIAL WATCH";604342;1023;"REPUBLICAN";"REPUBLICAN";"Ideology/Single Issue";"Ideology/Single Issue";"501(c)(3)";"50x";"NO";"";"-";"-";"-";"-";"-";"-";"-"
"Facts First";"PRIORITIES USA ACTION. 202-455-8428. NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE.";599671;2344;"DEMOCRATIC";"DEMOCRATIC";"Ideology/Single Issue";"Ideology/Single Issue";"Political_Action_Commitees";"pac";"YES";"C00495861";"DC";"U";"";"";"";"";"V"
"Concerned Veterans for America";"CONCERNED VETERANS FOR AMERICA";593919;597;"NON-PARTISAN";"NONPARTISAN";"singe issue";"Ideology/Single Issue";"501(c)(4)";"50x";"NO";"";"";"";"";"";"";"";""
"One Nation";"ONE NATION";592999;1330;"REPUBLICAN";"REPUBLICAN";"ideology";"Ideology/Single Issue";"Political_Action_Commitees";"pac";"YES";"C00468447";"VA";"U";"";"";"";"";"W"
"PA Democratic Party";"PENNSYLVANIA DEMOCRATIC PARTY";590730;514;"DEMOCRATIC";"DEMOCRATIC";"Party Committee";"Party";"Political_party_committees";"party committee";"YES";"C00167130";"PA";"U";"DEM";"C";"CASEY KEYSTONE VICTORY FUND";"";"Y"
"Yes on Prop 16";"YES ON 16, OPPORTUNITY FOR ALL COALITION, SPONSORED BY CIVIL RIGHTS ORGANIZATIONS. COMMITTEE MAJOR FUNDING FROM: M. QUINN DELANEY, KAISER FOUNDATION HEALTH PLAN, INC. AND THE HOSPITALS, PATRICIA QUILLIN.";582113;141;"DEMOCRATIC";"DEMOCRATIC";"civil rights";"law";"?";"other";"NO";"";"";"";"";"";"";"";""
"Proud Patriots";"PROUD PATRIOTS";581312;3991;"REPUBLICAN";"REPUBLICAN";"merchandize";"merchandize";"?";"other";"NO";"";"";"";"";"";"";"";""
"Cal Cunningham";"CAL FOR NC";580162;3608;"DEMOCRATIC";"DEMOCRATIC";"Candidate Committee";"Candidate";"Authorized_campaign_committees";"campaign committee";"YES";"C00709410";"NC";"P";"DEM";"";"";"S0NC00202";"S"
"Democrats";"DCCC";575856;1648;"DEMOCRATIC";"DEMOCRATIC";"Party Committee";"Party";"Political_party_committees";"party committee";"YES";"C00000935";"DC";"U";"DEM";"";"";"";"Y"
"Iowa Democratic Party";"IOWA DEMOCRATIC PARTY";575685;197;"DEMOCRATIC";"DEMOCRATIC";"Party Committee";"Party";"Political_party_committees";"party committee";"YES";"C00035600";"IA";"U";"DEM";"";"IOWA GRASSROOTS VICTORY FUND";"";"Y"
"The USA Needs More Patriots";"AMERIPOLLING";571583;466;"NON-PARTISAN";"NONPARTISAN";"polling";"other";"?";"other";"NO";"";"";"";"";"";"";"";""
"Beyond Carbon";"BEYOND CARBON VICTORY FUND";570933;214;"DEMOCRATIC";"DEMOCRATIC";"Ideology/Single Issue";"Ideology/Single Issue";"501(c)(3)";"50x";"NO";"";"";"";"";"";"";"";""
"UNITE HERE";"UNITE HERE PAC";570007;56;"REPUBLICAN";"REPUBLICAN";"ideology";"Ideology/Single Issue";"Political_Action_Commitees";"pac";"YES";"C00627372";"NY";"U";"";"L";"";"";"O"
"Trump for Ohio";"DONALD J. TRUMP FOR PRESIDENT, INC.";559218;4917;"REPUBLICAN";"REPUBLICAN";"Candidate Committee";"Candidate";"Authorized_campaign_committees";"campaign committee";"YES";"C00580100";"NY";"P";"REP";"";"";"P80001571";"P"
"Dr. Al Gross for US Senate";"DR. AL GROSS FOR U.S. SENATE";558349;279;"NON-PARTISAN";"NONPARTISAN";"Candidate Committee";"Candidate";"Authorized_campaign_committees";"campaign committee";"YES";"C00710822";"AK";"P";"IND";"";"DR. AL GROSS VICTORY 2020";"S0AK00196";"S"
"Adam Schiff";"SCHIFF FOR CONGRESS";555691;727;"DEMOCRATIC";"DEMOCRATIC";"Candidate Committee";"Candidate";"Authorized_campaign_committees";"campaign committee";"YES";"C00343871";"CA";"P";"DEM";"";"SCHIFF LEADS PAC";"H0CA27085";"H"
"Barack Obama";"DNC SERVICES CORP./DEM. NAT'L COMMITTEE";554958;946;"DEMOCRATIC";"DEMOCRATIC";"Party Committee";"Party";"Political_party_committees";"party committee";"YES";"C00010603";"DC";"U";"DEM";"";"DEMOCRATIC GRASSROOTS VICTORY FUND";"";"Y"
"Healthy Voting";"HEALTHY VOTING";551568;1527;"NON-PARTISAN";"NONPARTISAN";"civil rights";"civil rights";"?";"other";"NO";"";"";"";"";"";"";"";""
"Unite for Colorado";"UNITE FOR COLORADO";545214;101;"NON-PARTISAN";"NONPARTISAN";"region";"region";"Political_Action_Commitees";"pac";"YES";"C00756163";"CO";"U";"";"";"NONE";"";"O"
"Women Speak Out PAC";"WOMEN SPEAK OUT PAC";544288;154;"REPUBLICAN";"REPUBLICAN";"ideology";"Ideology/Single Issue";"Political_Action_Commitees";"pac";"YES";"C00530766";"VA";"U";"";"";"NONE";"";"O"
"All Voting Is Local";"LEADERSHIP CONFERENCE EDUCATION FUND";537279;2888;"DEMOCRATIC";"DEMOCRATIC";"ideology";"Ideology/Single Issue";": 501(c)(3)";"50x";"NO";"";"";"";"";"";"";"";""
"Kamala Harris";"BIDEN FOR PRESIDENT";527708;1268;"DEMOCRATIC";"DEMOCRATIC";"Candidate Committee";"Candidate";"Authorized_campaign_committees";"campaign committee";"YES";"C00703975";"PA";"P";"DEM";"";"BIDEN VICTORY FUND";"P80000722";"P"
"John Cummings for Congress";"CUMMINGS FOR CONGRESS";522043;33;"REPUBLICAN";"REPUBLICAN";"Candidate Committee";"Candidate";"Authorized_campaign_committees";"campaign committee";"YES";"C00310318";"MD";"P";"DEM";"";"";"H6MD07160";"H"
"NRCC IE";"NRCC";520860;598;"REPUBLICAN";"REPUBLICAN";"Party Committee";"Party";"Political_party_committees";"party committee";"YES";"C00075820";"DC";"U";"REP";"";"COLE COMBINED COMMITTEE";"H0NY27090";"Y"
"Trump for Arizona";"DONALD J. TRUMP FOR PRESIDENT, INC.";520662;6092;"REPUBLICAN";"REPUBLICAN";"Candidate Committee";"Candidate";"Authorized_campaign_committees";"campaign committee";"YES";"C00580100";"NY";"P";"REP";"";"";"P80001571";"P"
"South Carolina Signal";"JAIME HARRISON FOR US SENATE";517792;205;"DEMOCRATIC";"DEMOCRATIC";"Candidate Committee";"Candidate";"Authorized_campaign_committees";"campaign committee";"YES";"C00696153";"SC";"P";"DEM";"";"";"S0SC00289";"S"
"VoteVets.org";"VOTEVETS";517009;767;"DEMOCRATIC";"DEMOCRATIC";"ideology";"Ideology/Single Issue";"Political_Action_Commitees";"pac";"YES";"C00418897";"OR";"U";"";"M";"NONE";"";"W"
"Be A Hero";"BE A HERO PAC";516668;638;"REPUBLICAN";"REPUBLICAN";"ideology";"Ideology/Single Issue";"Political_Action_Commitees";"pac";"YES";"C00678995";"DC";"U";"";"";"NONE";"";"W"
"Working America";"WORKING AMERICA";515704;270;"DEMOCRATIC";"DEMOCRATIC";"Labor";"Ideology/Single Issue";"Political_Action_Commitees";"pac";"YES";"C00488767";"DC";"U";"";"";"";"";"O"
"California Teachers Assocation Independent Expenditure Committee";"CALIFORNIA TEACHERS ASSOCIATION INDEPENDENT EXPENDITURE COMMITTEE. COMMITTEE MAJOR FUNDING FROM CALIFORNIA TEACHERS ASSOCIATION/ASSOCIATION FOR BETTER CITIZENSHIP. NOT AUTHORIZED BY A CANDIDATE OR A COMMITTEE CONTROLLED BY A CANDIDATE.";513819;119;"DEMOCRATIC";"DEMOCRATIC";"Labor";"Ideology/Single Issue";"Independent expenditure committee";"other";"NO";"C70001227";"";"";"";"";"";"";""
"Hawkeye Values";"SMP";512800;34;"DEMOCRATIC";"DEMOCRATIC";"Ideology/Single Issue";"Ideology/Single Issue";"Political_Action_Commitees";"pac";"YES";"C00484642";"DC";"U";"";"";"";"";"O"
"Color Of Change PAC";"COLOR OF CHANGE PAC";511774;964;"DEMOCRATIC";"DEMOCRATIC";"civil rights";"civil rights";"Political_Action_Commitees";"pac";"NO";"";"";"";"";"";"";"";""
"Democratic Party of Georgia";"DEMOCRATIC PARTY OF GEORGIA";507393;301;"DEMOCRATIC";"DEMOCRATIC";"Party Committee";"Party";"Political_party_committees";"party committee";"NO";"";"";"";"";"";"";"";""
"Sierra Club";"SIERRA CLUB";505622;1337;"DEMOCRATIC";"DEMOCRATIC";"Ideology/Single Issue";"Ideology/Single Issue";"501(c)(4)";"50x";"YES";"C00135368";"CA";"B";"";"M";"SIERRA CLUB INDEPENDENT ACTION";"";"Q"
"Restoration PAC";"RESTORATION PAC";505259;441;"REPUBLICAN";"REPUBLICAN";"civil rights";"civil rights";"Political_Action_Commitees";"pac";"YES";"C00571588";"IL";"U";"";"";"";"";"O"
"LCV Victory Fund";"LCV VICTORY FUND, 202-785-8683, AND NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE’S COMMITTEE";500891;221;"DEMOCRATIC";"DEMOCRATIC";"Climate";"Ideology/Single Issue";"Political_Action_Commitees";"pac";"YES";"C00486845";"DC";"U";"";"";"";"";"O"
"Pat Timmons-Goodson";"PATRICIA TIMMONS-GOODSON FOR CONGRESS";496117;906;"DEMOCRATIC";"DEMOCRATIC";"Candidate Committee";"Candidate";"Authorized_campaign_committees";"campaign committee";"YES";"C00732800";"NC";"P";"DEM";"";"LONG LEAF PINE WOMEN'S PAC";"H0NC08254";"H"
"UAW International Union";"INTERNATIONAL UNION, UNITED AUTOMOBILE, AEROSPACE AND AGRICULTURAL IMPLEMENT WORKERS OF AM";495216;675;"DEMOCRATIC";"DEMOCRATIC";"Labor";"Ideology/Single Issue";"Corporation_and_Labor_special_funds";"corporation/labor";"NO";"";"";"";"";"";"";"";""
"A Better Wisconsin Together Institute";"A BETTER WISCONSIN TOGETHER INSTITUTE, INC.";493791;521;"NON-PARTISAN";"NONPARTISAN";"region";"region";"501(c)(3)";"50x";"NO";"";"";"";"";"";"";"";""
"Marsy's Law for Kentucky";"MARSY'S LAW FOR KENTUCKY, LLC";493506;114;"NON-PARTISAN";"NONPARTISAN";"region";"region";"Corporation_and_Labor_special_funds";"corporation/labor";"NO";"";"-";"-";"-";"-";"-";"-";"-"
"Georgia United Victory";"GEORGIA UNITED VICTORY";492899;269;"REPUBLICAN";"REPUBLICAN";"ideology";"Ideology/Single Issue";"Political_Action_Commitees";"pac";"YES";"C00750323";"GA";"U";"";"";"NONE";"";"O"
"Vote Like A Madre";"LATINO VICTORY PROJECT";492100;1647;"NON-PARTISAN";"NONPARTISAN";"civil rights";"civil rights";"501c3";"50x";"YES";"C90015181";"DC";"U";"";"";"";"";"I"
"SEIU Florida";"SEIU COPE (SERVICE EMPLOYEES INTERNATIONAL UNION COMMITTEE ON POLITICAL EDUCATION)";484641;508;"NON-PARTISAN";"NONPARTISAN";"civil service";"civil service";"Political_Action_Commitees";"pac";"YES";"";"";"";"";"";"";"";""
"Trump For Michigan";"DONALD J. TRUMP FOR PRESIDENT, INC.";478735;5284;"REPUBLICAN";"REPUBLICAN";"Candidate Committee";"Candidate";"Authorized_campaign_committees";"campaign committee";"YES";"C00580100";"NY";"P";"REP";"";"";"P80001571";"P"
"Texas Democratic Party";"TEXAS DEMOCRATIC PARTY";477012;1786;"DEMOCRATIC";"DEMOCRATIC";"Party Committee";"Party";"Political_party_committees";"party committee";"YES";"C00099267";"TX";"U";"DEM";"";"BIDEN VICTORY FUND";"";"Y"
"AFSCME";"AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES";476396;269;"DEMOCRATIC";"DEMOCRATIC";"Labor";"Ideology/Single Issue";"Corporation_and_Labor_special_funds";"corporation/labor";"YES";"C00011114";"DC";"B";"UNK";"L";"DISTRICT COUNCIL 37, AFSCME PUBLIC EMPLOYEES ORGANIZED FOR POL & LEG EQUALITY";"";"Q"
"Blueland";"BLUELAND";472950;310;"NON-PARTISAN";"NONPARTISAN";"Climate";"Ideology/Single Issue";"Corporation_and_Labor_special_funds";"corporation/labor";"NO";"";"";"";"";"";"";"";""
"Florida Watch";"FLORIDA WATCH, INC.";468301;1116;"DEMOCRATIC";"DEMOCRATIC";"Climate";"Ideology/Single Issue";"501(c)(4)";"50x";"NO";"";"";"";"";"";"";"";""
"Greenpeace USA";"GREENPEACE, INC.";466670;167;"NON-PARTISAN";"NONPARTISAN";"Climate";"Ideology/Single Issue";"501(c)(4)";"50x";"YES";"C90016973";"DC";"U";"";"";"";"";"I"
"Montana True";"SMP";466663;154;"DEMOCRATIC";"DEMOCRATIC";"Ideology/Single Issue";"Ideology/Single Issue";"Political_Action_Commitees";"pac";"YES";"C00484642";"DC";"U";"";"";"";"";"O"
"AFSCME";"PAID FOR BY THE AMERICAN FEDERATION OF STATE, COUNTY & MUNICIPAL EMPLOYEES PEOPLE, AFSCME.ORG/AFSCME-PEOPLE. NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE’S COMMITTEE.";465192;73;"DEMOCRATIC";"DEMOCRATIC";"ideology";"Ideology/Single Issue";"Political_Action_Commitees";"pac";"YES";"C00011114";"DC";"B";"UNK";"L";"DISTRICT COUNCIL 37, AFSCME PUBLIC EMPLOYEES ORGANIZED FOR POL & LEG EQUALITY";"";"Q"
"Evangelicals for Trump";"TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE";457639;707;"REPUBLICAN";"REPUBLICAN";"Candidate Committee";"Candidate";"Authorized_campaign_committees";"campaign committee";"YES";"C00618371";"NY";"J";"";"";"NONE";"";"N"
"4Patriots";"4PATRIOTS LLC";457544;198;"REPUBLICAN";"REPUBLICAN";"merchandize";"merchandize";"Corporation_and_Labor_special_funds";"corporation/labor";"NO";"";"";"";"";"";"";"";""
"Citizens For Free Enterprise";"CITIZENS FOR FREE ENTERPRISE";454832;1405;"REPUBLICAN";"REPUBLICAN";"ideology";"Ideology/Single Issue";"Political_Action_Commitees";"pac";"YES";"C00749671";"CO";"U";"";"";"NONE";"";"O"
"Stand Up America";"STAND UP AMERICA";452217;233;"REPUBLICAN";"REPUBLICAN";"Candidate Committee";"Candidate";"Authorized_campaign_committees";"campaign committee";"YES";"C00722199";"NJ";"P";"REP";"";"";"H0NJ11024";"H"
"Feeding America";"FEEDING AMERICA";451615;315;"NON-PARTISAN";"NONPARTISAN";"civil rights";"civil rights";"501(c)(3)";"50x";"NO";"";"";"";"";"";"";"";""
"Californians For Equal Rights";"CALIFORNIANS FOR EQUAL RIGHTS, NO ON 16, COMMITTEE MAJOR FUNDING BY STUDENTS FOR FAIR ADMISSIONS (# 1427809).";448473;196;"DEMOCRATIC";"DEMOCRATIC";"civil rights";"civil rights";"501 C(4) ";"50x";"NO";"";"";"";"";"";"";"";""
"Florida Planned Parenthood Alliance";"FLORIDA ALLIANCE OF PLANNED PARENTHOOD AFFILIATES";445029;289;"DEMOCRATIC";"DEMOCRATIC";"ideology";"Ideology/Single Issue";"501(c)(3)";"50x";"NO";"";"";"";"";"";"";"";""
"Paycheck to Paycheck";"CENTER FOR AMERICAN PROGRESS ACTION FUND";444690;142;"DEMOCRATIC";"DEMOCRATIC";"ideology";"Ideology/Single Issue";"501(c)(4)";"50x";"NO";"";"";"";"";"";"";"";""
"Focus on the Family";"FOCUS ON THE FAMILY";444541;254;"DEMOCRATIC";"DEMOCRATIC";"ideology";"Ideology/Single Issue";"501(c)(3)";"50x";"NO";"C90008186";"";"";"";"";"";"";""
"UFCW Votes";"UNITED FOOD AND COMMERCIAL WORKERS INTERNATIONAL UNION";444282;729;"DEMOCRATIC";"DEMOCRATIC";"Labor";"Ideology/Single Issue";"Political_Action_Commitees";"pac";"YES";"C00002766";"DC";"B";"UNK";"L";"UNITED FOOD AND COMMERCIAL WORKERS INTERNATIONAL UNION";"";"Q"
